WID	ATCCode	Name	Synonym
1009733	A09AB01	L-Glutamic Acid	Glutamic acid
1009733	A09AB01	L-Glutamic Acid	Glutaminic acid
1009733	A09AB01	L-Glutamic Acid	L-(+)-Glutamic acid
1009733	A09AB01	L-Glutamic Acid	L-a-Aminoglutaric acid
1009733	A09AB01	L-Glutamic Acid	L-Glutamate
1009733	A09AB01	L-Glutamic Acid	L-Glutaminic acid
1009995	V03AB32	Glutathione	5-L-Glutamyl-L-cysteinylglycine
1009995	V03AB32	Glutathione	gamma-L-Glutamyl-L-cysteinyl-glycine
1009995	V03AB32	Glutathione	Gluthathione
1009995	V03AB32	Glutathione	GSH
1009995	V03AB32	Glutathione	N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine
1010261	B03AA01	Glycine	2-Aminoacetic acid
1010261	B03AA01	Glycine	Aminoacetic acid
1010261	B03AA01	Glycine	Aminoethanoic acid
1010261	B03AA01	Glycine	Gly
1010261	B05CX03	Glycine	2-Aminoacetic acid
1010261	B05CX03	Glycine	Aminoacetic acid
1010261	B05CX03	Glycine	Aminoethanoic acid
1010261	B05CX03	Glycine	Gly
1010430	A11CC06	Calcidiol	Calcifediol
1010430	A11CC06	Calcidiol	Calcifediol Anhydrous
1010430	A11CC06	Calcidiol	Calcifediolum [INN-Latin]
1010430	A11CC06	Calcidiol	Calcifidiol
1010490	A11HA06	Pyridoxal	PL
1010490	A11HA06	Pyridoxal	Pyridoxaldehyde
1010490	A11HA06	Pyridoxal	Vitamin B6 hydrochloride
1010490	C10AX07	Pyridoxal	PL
1010490	C10AX07	Pyridoxal	Pyridoxaldehyde
1010490	C10AX07	Pyridoxal	Vitamin B6 hydrochloride
1010549	C01EB06	Creatine	(alpha-Methylguanido)acetic acid
1010549	C01EB06	Creatine	Creatine (8CI)
1010549	C01EB06	Creatine	Creatine, hydrate
1010549	C01EB06	Creatine	Methylguanidoacetic acid
1010549	C01EB06	Creatine	N-Amidinosarcosine
1010549	C01EB06	Creatine	N-Methyl-N-guanylglycine
1010726	N06AX02	L-Tryptophan	(-)-Tryptophan
1010726	N06AX02	L-Tryptophan	(S)-a-Amino-1H-indole-3-propanoic acid
1010726	N06AX02	L-Tryptophan	(S)-a-Amino-b-indolepropionic acid
1010726	N06AX02	L-Tryptophan	(S)-a-Aminoindole-3-propionic acid
1010726	N06AX02	L-Tryptophan	(S)-Tryptophan
1010726	N06AX02	L-Tryptophan	2-Amino-3-indolylpropanoic acid
1010726	N06AX02	L-Tryptophan	3-Indol-3-ylalanine
1010726	N06AX02	L-Tryptophan	alpha-Amino-beta-(3-indolyl)-propionic acid
1010726	N06AX02	L-Tryptophan	L-(-)-Tryptophan
1010726	N06AX02	L-Tryptophan	l-a-Aminoindole-3-propionic acid
1010726	N06AX02	L-Tryptophan	l-b-3-Indolylalanine
1010726	N06AX02	L-Tryptophan	L-Tryptophane
1010726	N06AX02	L-Tryptophan	Tryptophan
1010726	N06AX02	L-Tryptophan	Tryptophane
1010869	R05CB01	L-Cysteine	(R)-2-Amino-3-mercaptopropanoic acid
1010869	R05CB01	L-Cysteine	(R)-Cysteine
1010869	R05CB01	L-Cysteine	2-Amino-3-mercaptopropionic acid
1010869	R05CB01	L-Cysteine	3-mercapto-L-Alanine
1010869	R05CB01	L-Cysteine	b-Mercaptoalanine
1010869	R05CB01	L-Cysteine	carbocysteine
1010869	R05CB01	L-Cysteine	Cys
1010869	R05CB01	L-Cysteine	Cystein
1010869	R05CB01	L-Cysteine	Half-cystine
1010869	R05CB01	L-Cysteine	L-(+)-Cysteine
1010869	R05CB01	L-Cysteine	L-2-Amino-3-mercaptopropionic acid
1010869	R05CB01	L-Cysteine	L-Cys
1010869	R05CB01	L-Cysteine	Thioserine
1010869	S01XA08	L-Cysteine	(R)-2-Amino-3-mercaptopropanoic acid
1010869	S01XA08	L-Cysteine	(R)-Cysteine
1010869	S01XA08	L-Cysteine	2-Amino-3-mercaptopropionic acid
1010869	S01XA08	L-Cysteine	3-mercapto-L-Alanine
1010869	S01XA08	L-Cysteine	b-Mercaptoalanine
1010869	S01XA08	L-Cysteine	carbocysteine
1010869	S01XA08	L-Cysteine	Cys
1010869	S01XA08	L-Cysteine	Cystein
1010869	S01XA08	L-Cysteine	Half-cystine
1010869	S01XA08	L-Cysteine	L-(+)-Cysteine
1010869	S01XA08	L-Cysteine	L-2-Amino-3-mercaptopropionic acid
1010869	S01XA08	L-Cysteine	L-Cys
1010869	S01XA08	L-Cysteine	Thioserine
1010869	V03AB23	L-Cysteine	(R)-2-Amino-3-mercaptopropanoic acid
1010869	V03AB23	L-Cysteine	(R)-Cysteine
1010869	V03AB23	L-Cysteine	2-Amino-3-mercaptopropionic acid
1010869	V03AB23	L-Cysteine	3-mercapto-L-Alanine
1010869	V03AB23	L-Cysteine	b-Mercaptoalanine
1010869	V03AB23	L-Cysteine	carbocysteine
1010869	V03AB23	L-Cysteine	Cys
1010869	V03AB23	L-Cysteine	Cystein
1010869	V03AB23	L-Cysteine	Half-cystine
1010869	V03AB23	L-Cysteine	L-(+)-Cysteine
1010869	V03AB23	L-Cysteine	L-2-Amino-3-mercaptopropionic acid
1010869	V03AB23	L-Cysteine	L-Cys
1010869	V03AB23	L-Cysteine	Thioserine
1010985	A11DA01	Thiamine	Thiadoxine
1010985	A11DA01	Thiamine	Thiamin
1010985	A11DA01	Thiamine	Thiamine Hcl
1010985	A11DA01	Thiamine	thiamine(1+)
1010985	A11DA01	Thiamine	Vitamin B1
1011495	A11CC01	Ergocalciferol	Synthetic Vitamin D
1011495	A11CC01	Ergocalciferol	Vitamin D2
1012301	B03BB01	Folic Acid	Folate
1012301	B03BB01	Folic Acid	Pteroyl-L-glutamic acid
1012301	B03BB01	Folic Acid	Pteroyl-L-monoglutamic acid
1012301	B03BB01	Folic Acid	Pteroylglutamic acid
1012301	B03BB01	Folic Acid	Pteroylmonoglutamic acid
1012301	B03BB01	Folic Acid	Vitamin B9
1012301	B03BB01	Folic Acid	Vitamin Bc
1012301	B03BB01	Folic Acid	Vitamin Be
1012301	B03BB01	Folic Acid	Vitamin M
1012577	C10AX06	Icosapent	Eicosapentaenoic acid
1012577	C10AX06	Icosapent	EPA
1012577	C10AX06	Icosapent	Icosapentaenoic acid
1012577	C10AX06	Icosapent	Timnodonic acid
1012838	A11CA01	Vitamin A	[11,12-3H]-Retinol
1012838	A11CA01	Vitamin A	all-trans-retinol
1012838	A11CA01	Vitamin A	All-trans-Retinyl alcohol
1012838	A11CA01	Vitamin A	all-trans-Vitamin A
1012838	A11CA01	Vitamin A	All-trans-Vitamin A alcohol
1012838	A11CA01	Vitamin A	all-trans-Vitamin A1
1012838	A11CA01	Vitamin A	beta-Retinol
1012838	A11CA01	Vitamin A	Retin-11,12-t2-ol (9CI)
1012838	A11CA01	Vitamin A	Retinol
1012838	A11CA01	Vitamin A	trans-Retinol
1012838	A11CA01	Vitamin A	trans-Vitamin A alcohol
1012838	A11CA01	Vitamin A	Vitamin A (Feed)
1012838	A11CA01	Vitamin A	Vitamin A alcohol
1012838	A11CA01	Vitamin A	Vitamin A cryst
1012838	A11CA01	Vitamin A	Vitamin A Palmitate
1012838	A11CA01	Vitamin A	Vitamin A Solubilized
1012838	A11CA01	Vitamin A	Vitamin A1
1012838	A11CA01	Vitamin A	Vitamin A1 alcohol
1012838	D10AD02	Vitamin A	[11,12-3H]-Retinol
1012838	D10AD02	Vitamin A	all-trans-retinol
1012838	D10AD02	Vitamin A	All-trans-Retinyl alcohol
1012838	D10AD02	Vitamin A	all-trans-Vitamin A
1012838	D10AD02	Vitamin A	All-trans-Vitamin A alcohol
1012838	D10AD02	Vitamin A	all-trans-Vitamin A1
1012838	D10AD02	Vitamin A	beta-Retinol
1012838	D10AD02	Vitamin A	Retin-11,12-t2-ol (9CI)
1012838	D10AD02	Vitamin A	Retinol
1012838	D10AD02	Vitamin A	trans-Retinol
1012838	D10AD02	Vitamin A	trans-Vitamin A alcohol
1012838	D10AD02	Vitamin A	Vitamin A (Feed)
1012838	D10AD02	Vitamin A	Vitamin A alcohol
1012838	D10AD02	Vitamin A	Vitamin A cryst
1012838	D10AD02	Vitamin A	Vitamin A Palmitate
1012838	D10AD02	Vitamin A	Vitamin A Solubilized
1012838	D10AD02	Vitamin A	Vitamin A1
1012838	D10AD02	Vitamin A	Vitamin A1 alcohol
1012838	S01XA02	Vitamin A	[11,12-3H]-Retinol
1012838	S01XA02	Vitamin A	all-trans-retinol
1012838	S01XA02	Vitamin A	All-trans-Retinyl alcohol
1012838	S01XA02	Vitamin A	all-trans-Vitamin A
1012838	S01XA02	Vitamin A	All-trans-Vitamin A alcohol
1012838	S01XA02	Vitamin A	all-trans-Vitamin A1
1012838	S01XA02	Vitamin A	beta-Retinol
1012838	S01XA02	Vitamin A	Retin-11,12-t2-ol (9CI)
1012838	S01XA02	Vitamin A	Retinol
1012838	S01XA02	Vitamin A	trans-Retinol
1012838	S01XA02	Vitamin A	trans-Vitamin A alcohol
1012838	S01XA02	Vitamin A	Vitamin A (Feed)
1012838	S01XA02	Vitamin A	Vitamin A alcohol
1012838	S01XA02	Vitamin A	Vitamin A cryst
1012838	S01XA02	Vitamin A	Vitamin A Palmitate
1012838	S01XA02	Vitamin A	Vitamin A Solubilized
1012838	S01XA02	Vitamin A	Vitamin A1
1012838	S01XA02	Vitamin A	Vitamin A1 alcohol
1012838	R01AX02	Vitamin A	[11,12-3H]-Retinol
1012838	R01AX02	Vitamin A	all-trans-retinol
1012838	R01AX02	Vitamin A	All-trans-Retinyl alcohol
1012838	R01AX02	Vitamin A	all-trans-Vitamin A
1012838	R01AX02	Vitamin A	All-trans-Vitamin A alcohol
1012838	R01AX02	Vitamin A	all-trans-Vitamin A1
1012838	R01AX02	Vitamin A	beta-Retinol
1012838	R01AX02	Vitamin A	Retin-11,12-t2-ol (9CI)
1012838	R01AX02	Vitamin A	Retinol
1012838	R01AX02	Vitamin A	trans-Retinol
1012838	R01AX02	Vitamin A	trans-Vitamin A alcohol
1012838	R01AX02	Vitamin A	Vitamin A (Feed)
1012838	R01AX02	Vitamin A	Vitamin A alcohol
1012838	R01AX02	Vitamin A	Vitamin A cryst
1012838	R01AX02	Vitamin A	Vitamin A Palmitate
1012838	R01AX02	Vitamin A	Vitamin A Solubilized
1012838	R01AX02	Vitamin A	Vitamin A1
1012838	R01AX02	Vitamin A	Vitamin A1 alcohol
1013145	A11HA03	Vitamin E	alpha-Tocopherol
1013145	A11HA03	Vitamin E	Tocopherol
1013358	A11HA02	Pyridoxine	Pyridoxol
1013358	A11HA02	Pyridoxine	Vitamin B6
1013519	A16AX01	Lipoic Acid	1,2-Dithiolane-3R-pentanoic acid
1013519	A16AX01	Lipoic Acid	alpha-Lipoic acid
1013519	A16AX01	Lipoic Acid	Lipoate
1013519	A16AX01	Lipoic Acid	Thioctic acid
1013747	A11CC05	Cholecalciferol	(+)-vitamin D3
1013747	A11CC05	Cholecalciferol	calciol
1013747	A11CC05	Cholecalciferol	CC
1013747	A11CC05	Cholecalciferol	Colecalciferol
1013747	A11CC05	Cholecalciferol	Vitamin D3
1014083	B02BA02	Menadione	2-Methyl-1,4-Naphthalenedione
1014083	B02BA02	Menadione	2-Methyl-1,4-naphthoquinone
1014083	B02BA02	Menadione	Kayquinone
1014083	B02BA02	Menadione	Menaphthone
1014083	B02BA02	Menadione	Thyloquinone
1014083	B02BA02	Menadione	Vitamin K 3
1014083	B02BA02	Menadione	Vitamin K3
1014893	N06AB08	Fluvoxamine	Fluvoxamina [INN-Spanish]
1014893	N06AB08	Fluvoxamine	Fluvoxamine maleate
1014893	N06AB08	Fluvoxamine	fluvoxamine-CR
1014893	N06AB08	Fluvoxamine	Fluvoxaminum [INN-Latin]
1015294	C09AA05	Ramipril	Ramiprilum [Latin]
1015514	L01XX10	Masoprocol	Dihydronorguaiaretic acid
1015514	L01XX10	Masoprocol	Masoprocolum [INN-Latin]
1015514	L01XX10	Masoprocol	meso-NDGA
1015514	L01XX10	Masoprocol	meso-Nordihydroguaiaretic acid
1015514	L01XX10	Masoprocol	NDGA
1015514	L01XX10	Masoprocol	Nordihydroguaiaretic acid
1015514	L01XX10	Masoprocol	Nordihydroguairaretic acid
1015578	R01AD04	Flunisolide	Flunisolide [anhydrous]
1015578	R03BA03	Flunisolide	Flunisolide [anhydrous]
1015862	N06BA01	Amphetamine	(+/-)-Benzedrine
1015862	N06BA01	Amphetamine	(+/-)-beta-Phenylisopropylamine
1015862	N06BA01	Amphetamine	(+/-)-Desoxynorephedrine
1015862	N06BA01	Amphetamine	[1-(3-Methoxyphenyl)-2-propyl]amine
1015862	N06BA01	Amphetamine	1-Methyl-2-phenylethylamine
1015862	N06BA01	Amphetamine	1-Phenyl-2-aminopropane
1015862	N06BA01	Amphetamine	3-Methoxyamphetamine
1015862	N06BA01	Amphetamine	alpha-Methylbenzeneethaneamine
1015862	N06BA01	Amphetamine	Amfetamine
1015862	N06BA01	Amphetamine	Amphetamine Sulfate
1015862	N06BA01	Amphetamine	beta-Aminopropylbenzene
1015862	N06BA01	Amphetamine	beta-phenyl-isopropylamine
1015862	N06BA01	Amphetamine	dl-1-Phenyl-2-aminopropane
1015862	N06BA01	Amphetamine	DL-alpha-Methylphenethylamine
1015862	N06BA01	Amphetamine	dl-Amphetamine
1015862	N06BA01	Amphetamine	dl-Benzedrine
1015862	N06BA01	Amphetamine	Fenylo-izopropylaminyl
1015862	N06BA01	Amphetamine	m-Methoxyamphetamine
1015862	N06BA01	Amphetamine	Methamphetamine HCL
1015862	N06BA02	Amphetamine	(+/-)-Benzedrine
1015862	N06BA02	Amphetamine	(+/-)-beta-Phenylisopropylamine
1015862	N06BA02	Amphetamine	(+/-)-Desoxynorephedrine
1015862	N06BA02	Amphetamine	[1-(3-Methoxyphenyl)-2-propyl]amine
1015862	N06BA02	Amphetamine	1-Methyl-2-phenylethylamine
1015862	N06BA02	Amphetamine	1-Phenyl-2-aminopropane
1015862	N06BA02	Amphetamine	3-Methoxyamphetamine
1015862	N06BA02	Amphetamine	alpha-Methylbenzeneethaneamine
1015862	N06BA02	Amphetamine	Amfetamine
1015862	N06BA02	Amphetamine	Amphetamine Sulfate
1015862	N06BA02	Amphetamine	beta-Aminopropylbenzene
1015862	N06BA02	Amphetamine	beta-phenyl-isopropylamine
1015862	N06BA02	Amphetamine	dl-1-Phenyl-2-aminopropane
1015862	N06BA02	Amphetamine	DL-alpha-Methylphenethylamine
1015862	N06BA02	Amphetamine	dl-Amphetamine
1015862	N06BA02	Amphetamine	dl-Benzedrine
1015862	N06BA02	Amphetamine	Fenylo-izopropylaminyl
1015862	N06BA02	Amphetamine	m-Methoxyamphetamine
1015862	N06BA02	Amphetamine	Methamphetamine HCL
1016113	N07BA01	Nicotine	L-Nicotine
1016113	N07BA01	Nicotine	Nicotine Alkaloid
1016113	A11HA01	Nicotine	L-Nicotine
1016113	A11HA01	Nicotine	Nicotine Alkaloid
1016113	C04AC01	Nicotine	L-Nicotine
1016113	C04AC01	Nicotine	Nicotine Alkaloid
1016113	C10AD02	Nicotine	L-Nicotine
1016113	C10AD02	Nicotine	Nicotine Alkaloid
1016371	N07AX03	Cevimeline	Cevimeline hydrochloride
1016371	N07AX03	Cevimeline	Cevimeline hydrochloride hemihydrate
1016371	N07AX03	Cevimeline	Cevimeline hydrochloride hydrate
1016436	N05BA06	Lorazepam	(+/-)-Lorazepam
1016436	N05BA06	Lorazepam	O-Chlorooxazepam
1016436	N05BA06	Lorazepam	O-Chloroxazepam
1016953	N05CM08	Ethchlorvynol	Aethyl-chlorvynol
1016953	N05CM08	Ethchlorvynol	Etchlorvinolo
1016953	N05CM08	Ethchlorvynol	Ethchlorovynol
1016953	N05CM08	Ethchlorvynol	Ethchlorvinol
1016953	N05CM08	Ethchlorvynol	Ethchlorvinyl
1016953	N05CM08	Ethchlorvynol	Ethclorvynol
1016953	N05CM08	Ethchlorvynol	Ethochlorvynol
1016953	N05CM08	Ethchlorvynol	Ethychlorvynol
1017125	A08AA01	Phentermine	(alpha,alpha)-Dimethylphenethylamine
1017795	J05AB03	Vidarabine	9-beta-D-arabinofuranosyl-adenine
1017795	J05AB03	Vidarabine	Adenine Arabinoside
1017795	J05AB03	Vidarabine	Ara-A
1017795	J05AB03	Vidarabine	Ara-Atp
1017795	J05AB03	Vidarabine	Araadenosine
1017795	J05AB03	Vidarabine	Arabinoside Adenine
1017795	J05AB03	Vidarabine	Arabinosyl Adenine
1017795	J05AB03	Vidarabine	Arabinosyladenine
1017795	S01AD06	Vidarabine	9-beta-D-arabinofuranosyl-adenine
1017795	S01AD06	Vidarabine	Adenine Arabinoside
1017795	S01AD06	Vidarabine	Ara-A
1017795	S01AD06	Vidarabine	Ara-Atp
1017795	S01AD06	Vidarabine	Araadenosine
1017795	S01AD06	Vidarabine	Arabinoside Adenine
1017795	S01AD06	Vidarabine	Arabinosyl Adenine
1017795	S01AD06	Vidarabine	Arabinosyladenine
1017884	C07AB05	Betaxolol	Betaxolol HCL
1017884	C07AB05	Betaxolol	Betaxololum [INN-Latin]
1017884	S01ED02	Betaxolol	Betaxolol HCL
1017884	S01ED02	Betaxolol	Betaxololum [INN-Latin]
1018503	J05AH02	Oseltamivir	Oseltamivir phosphate
1018608	D10AF02	Erythromycin	EM
1018608	D10AF02	Erythromycin	Erythrocin Stearate
1018608	D10AF02	Erythromycin	Erythromycin ethylsuccinate
1018608	D10AF02	Erythromycin	Erythromycin glucoheptonate
1018608	D10AF02	Erythromycin	Erythromycin lactobionate
1018608	D10AF02	Erythromycin	Erythromycin oxime
1018608	D10AF02	Erythromycin	Erythromycin Stearate
1018608	J01FA01	Erythromycin	EM
1018608	J01FA01	Erythromycin	Erythrocin Stearate
1018608	J01FA01	Erythromycin	Erythromycin ethylsuccinate
1018608	J01FA01	Erythromycin	Erythromycin glucoheptonate
1018608	J01FA01	Erythromycin	Erythromycin lactobionate
1018608	J01FA01	Erythromycin	Erythromycin oxime
1018608	J01FA01	Erythromycin	Erythromycin Stearate
1018608	S01AA17	Erythromycin	EM
1018608	S01AA17	Erythromycin	Erythrocin Stearate
1018608	S01AA17	Erythromycin	Erythromycin ethylsuccinate
1018608	S01AA17	Erythromycin	Erythromycin glucoheptonate
1018608	S01AA17	Erythromycin	Erythromycin lactobionate
1018608	S01AA17	Erythromycin	Erythromycin oxime
1018608	S01AA17	Erythromycin	Erythromycin Stearate
1019107	B03BA03	Hydroxocobalamin	Hydroxomin
1019107	B03BA03	Hydroxocobalamin	Vitamin B-12b
1019107	V03AB33	Hydroxocobalamin	Hydroxomin
1019107	V03AB33	Hydroxocobalamin	Vitamin B-12b
1019209	N06BC01	Caffeine	Cafeina
1019209	N06BC01	Caffeine	Caffein
1019209	N06BC01	Caffeine	CFF
1019209	N06BC01	Caffeine	Methyltheobromide
1019209	N06BC01	Caffeine	Methyltheobromine
1019209	N06BC01	Caffeine	Theobromine ME
1019209	N06BC01	Caffeine	Theophylline ME
1019209	N02BE01	Caffeine	Cafeina
1019209	N02BE01	Caffeine	Caffein
1019209	N02BE01	Caffeine	CFF
1019209	N02BE01	Caffeine	Methyltheobromide
1019209	N02BE01	Caffeine	Methyltheobromine
1019209	N02BE01	Caffeine	Theobromine ME
1019209	N02BE01	Caffeine	Theophylline ME
1019575	M03AB01	Succinylcholine	Scoline
1019575	M03AB01	Succinylcholine	Succinylcholine Chloride
1019575	M03AB01	Succinylcholine	Suxamethonium chloride
1019676	G04BE03	Sildenafil	Sildenafil Citrate
1019848	C01BD04	Dofetilide	Dofetilida [INN-Spanish]
1019848	C01BD04	Dofetilide	Dofetilidum [INN-Latin]
1019958	P01BD01	Pyrimethamine	CD
1019958	P01BD01	Pyrimethamine	Chloridin
1019958	P01BD01	Pyrimethamine	Chloridine
1019958	P01BD01	Pyrimethamine	Chloridyn
1019958	P01BD01	Pyrimethamine	Diaminopyritamin
1019958	P01BD01	Pyrimethamine	Ethylpyrimidine
1019958	P01BD01	Pyrimethamine	Pirimetamin
1019958	P01BD01	Pyrimethamine	Pirimetamina
1019958	P01BD01	Pyrimethamine	Primethamine
1019958	P01BD01	Pyrimethamine	Pyremethamine
1019958	P01BD01	Pyrimethamine	Pyrimethamin
1019958	P01BD01	Pyrimethamine	Pyrimethamine Hcl
1020281	J01FA10	Azithromycin	Azithramycine
1020281	J01FA10	Azithromycin	Azithromycin Dihydrate
1020281	J01FA10	Azithromycin	Azithromycine [French]
1020281	J01FA10	Azithromycin	Azithromycinum [Latin]
1020281	J01FA10	Azithromycin	Azitromicina [Spanish]
1020281	S01AA26	Azithromycin	Azithramycine
1020281	S01AA26	Azithromycin	Azithromycin Dihydrate
1020281	S01AA26	Azithromycin	Azithromycine [French]
1020281	S01AA26	Azithromycin	Azithromycinum [Latin]
1020281	S01AA26	Azithromycin	Azitromicina [Spanish]
1020515	B01AC05	Ticlopidine	4-C-32
1020515	B01AC05	Ticlopidine	53-32C
1020857	D10AD03	Adapalene	Adapaleno [INN-Spanish]
1020857	D10AD03	Adapalene	Adapalenum [INN-Latin]
1020963	C01CA17	Midodrine	Midodrin
1020963	C01CA17	Midodrine	Midodrina [INN-Spanish]
1020963	C01CA17	Midodrine	Midodrine HCL
1020963	C01CA17	Midodrine	midodrine hydrochloride
1020963	C01CA17	Midodrine	Midodrinum [INN-Latin]
1021111	C09XA01	Remikiren	Ro 42-5892
1021170	A02BC02	Pantoprazole	Pantoprazol [INN-Spanish]
1021170	A02BC02	Pantoprazole	Pantoprazole Na
1021170	A02BC02	Pantoprazole	Pantoprazole Sodium
1021170	A02BC02	Pantoprazole	Pantoprazolum [INN-Latin]
1021170	A02BC02	Pantoprazole	Pantoprozole
1021346	C03CA01	Torasemide	Torasemida [INN-Spanish]
1021346	C03CA01	Torasemide	Torasemidum [INN-Latin]
1021346	C03CA01	Torasemide	Torsemide
1021346	C03CA04	Torasemide	Torasemida [INN-Spanish]
1021346	C03CA04	Torasemide	Torasemidum [INN-Latin]
1021346	C03CA04	Torasemide	Torsemide
1021503	N06AB04	Citalopram	Nitalapram
1021503	N06AB10	Citalopram	Nitalapram
1021989	C02CC01	Bethanidine	Betanidine
1021989	C02CC01	Bethanidine	Bethanidine sulfate
1022039	J01MA14	Moxifloxacin	BAY 12-8039
1022039	J01MA14	Moxifloxacin	Moxifloxacin HCl
1022039	J01MA14	Moxifloxacin	Moxifloxacin hydrochloride
1022039	S01AE07	Moxifloxacin	BAY 12-8039
1022039	S01AE07	Moxifloxacin	Moxifloxacin HCl
1022039	S01AE07	Moxifloxacin	Moxifloxacin hydrochloride
1022191	A03AB03	Oxyphenonium	DCF
1022191	A03AB03	Oxyphenonium	Hydroxymethylgramicidin
1022191	A03AB03	Oxyphenonium	Methocidin [Dcf:Inn]
1022191	A03AB03	Oxyphenonium	Methocidine [INN-French]
1022191	A03AB03	Oxyphenonium	Methocidinum [INN-Latin]
1022191	A03AB03	Oxyphenonium	Metocidina [INN-Spanish]
1022191	A03AB03	Oxyphenonium	Oxiphenonum
1022191	A03AB03	Oxyphenonium	Oxyphenonium Bromide
1022254	J05AE04	Nelfinavir	1UN
1022254	J05AE04	Nelfinavir	AG1343
1022254	J05AE04	Nelfinavir	Nelfinavir mesylate
1022254	J05AE04	Nelfinavir	NFV
1022254	J05AE04	Nelfinavir	NLF
1022479	R03AC07	Isoetharine	Isoetarina [INN-Spanish]
1022479	R03AC07	Isoetharine	Isoetarinum [INN-Latin]
1022479	R03AC07	Isoetharine	Isoetharine Hcl
1022479	R03AC07	Isoetharine	Isoetharine mesylate
1022479	R03CC06	Isoetharine	Isoetarina [INN-Spanish]
1022479	R03CC06	Isoetharine	Isoetarinum [INN-Latin]
1022479	R03CC06	Isoetharine	Isoetharine Hcl
1022479	R03CC06	Isoetharine	Isoetharine mesylate
1022561	A10BB12	Glimepiride	Glimepirid
1022561	A10BB12	Glimepiride	Glimepirida
1022561	A10BB12	Glimepiride	Glimepiridum
1022561	A10BB12	Glimepiride	Glimepride
1022713	D07AC10	Diflorasone	Diflorasone Diacetate
1022782	J05AE02	Indinavir	Compound J
1022782	J05AE02	Indinavir	Indinavir sulfate
1022997	V08CA03	Gadodiamide	Gadodiamide hydrate
1023099	C10AA02	Lovastatin	6 alpha-Methylcompactin
1023099	C10AA02	Lovastatin	Lovastatina [Spanish]
1023099	C10AA02	Lovastatin	Lovastatine [French]
1023099	C10AA02	Lovastatin	Lovastatinum [Latin]
1023395	N01AB04	Enflurane	Anesthetic 347
1023395	N01AB04	Enflurane	Anesthetic Compound No. 347
1023395	N01AB04	Enflurane	Compound 347
1023395	N01AB04	Enflurane	Enflurano [INN-Spanish]
1023395	N01AB04	Enflurane	Enfluranum [INN-Latin]
1023395	N01AB04	Enflurane	Methylflurether
1023395	N01AB04	Enflurane	Ohio 347
1023492	J01DC07	Cefotiam	Cefotiam hydrochloride
1023492	J01DC07	Cefotiam	Cefotiamum [INN-Latin]
1023492	J01DC07	Cefotiam	CTM
1023561	N03AX16	Pregabalin	CI-1008
1023561	N03AX16	Pregabalin	S-(+)-3-isobutylgaba
1023667	N05CD07	Temazepam	Hydroxydiazepam
1023667	N05CD07	Temazepam	Methyloxazepam
1023667	N05CD07	Temazepam	N-Methyloxazepam
1023667	N05CD07	Temazepam	Oxydiazepam
1023933	C03AA08	Methyclothiazide	Methychlothiazide
1023933	C03AA08	Methyclothiazide	Methyclothiazid
1023933	C03AA08	Methyclothiazide	Methycyclothiazide
1023933	C03AA08	Methyclothiazide	Methylchlorothiazide
1023933	C03AA08	Methyclothiazide	Methylclothiazide
1023933	C03AA08	Methyclothiazide	Methylcyclothiazide
1024037	J04AA01	Aminosalicylic Acid	4-aminosalicylic acid
1024037	J04AA01	Aminosalicylic Acid	4-ASA
1024037	J04AA01	Aminosalicylic Acid	Amino-PAS
1024037	J04AA01	Aminosalicylic Acid	Aminosalicylate Sodium
1024037	J04AA01	Aminosalicylic Acid	APAS
1024037	J04AA01	Aminosalicylic Acid	P-Aminosalicylic Acid
1024037	J04AA01	Aminosalicylic Acid	Para-Amino Salicylic Acid
1024037	J04AA01	Aminosalicylic Acid	Para-aminosalicylic acid
1024037	J04AA01	Aminosalicylic Acid	PAS
1024037	J04AA01	Aminosalicylic Acid	PASK
1024181	N06AX18	Reboxetine	Reboxetine mesylate
1024255	C01CE02	Milrinone	Milrinone Lactate
1024593	J05AG01	Nevirapine	NEV
1024593	J05AG01	Nevirapine	NVP
1024728	D01AC11	Oxiconazole	Oxiconazol [INN-Spanish]
1024728	D01AC11	Oxiconazole	Oxiconazole Nitrate
1024728	D01AC11	Oxiconazole	Oxiconazolum [INN-Latin]
1024728	G01AF17	Oxiconazole	Oxiconazol [INN-Spanish]
1024728	G01AF17	Oxiconazole	Oxiconazole Nitrate
1024728	G01AF17	Oxiconazole	Oxiconazolum [INN-Latin]
1024808	D07AB10	Alclometasone	Alclometasone dipropionate
